national_olympic_team,national_iso3,national_noc,participated_olympic_game,year,season,host_country,host_iso3,is_host_country_team,total_number_of_athletes,number_of_male_athletes,number_of_female_athletes,proportion_male_athletes,proportion_female_athletes,score_total,score_female,score_male,score_total_raw,score_female_raw,score_male_raw,game_total_score_raw
Saint Lucia,LCA,LCA,2000 Summer Olympics,2000,Summer,Australia,AUS,False,5,3,2,0.6,0.4,0.0003401849002128343,0.0001360739600851337,0.00020411094012770054,0.5555555555555556,0.2222222222222222,0.3333333333333333,1633.0988095238095
Liechtenstein,LIE,LIE,2000 Summer Olympics,2000,Summer,Australia,AUS,False,2,1,1,0.5,0.5,0.0001360739600851337,6.803698004256685e-05,6.803698004256685e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1633.0988095238095
Sri Lanka,LKA,SRI,2000 Summer Olympics,2000,Summer,Australia,AUS,False,18,9,9,0.5,0.5,0.0013947580908726205,0.0009184992305746525,0.0004762588602979679,2.2777777777777777,1.5,0.7777777777777777,1633.0988095238095
Lesotho,LSO,LES,2000 Summer Olympics,2000,Summer,Australia,AUS,False,6,4,2,0.6666666666666666,0.3333333333333333,0.0004276610174104202,0.0001555130972401528,0.0002721479201702674,0.6984126984126984,0.25396825396825395,0.4444444444444444,1633.0988095238095
Lithuania,LTU,LTU,2000 Summer Olympics,2000,Summer,Australia,AUS,False,61,40,21,0.6557377049180327,0.3442622950819672,0.005634919882811162,0.0027214792017026743,0.002913440681108488,9.202380952380953,4.444444444444445,4.757936507936508,1633.0988095238095
Luxembourg,LUX,LUX,2000 Summer Olympics,2000,Summer,Australia,AUS,False,7,2,5,0.2857142857142857,0.7142857142857143,0.0005442958403405348,0.0004082218802554011,0.0001360739600851337,0.8888888888888888,0.6666666666666666,0.2222222222222222,1633.0988095238095
Latvia,LVA,LAT,2000 Summer Olympics,2000,Summer,Australia,AUS,False,45,30,15,0.6666666666666666,0.3333333333333333,0.004943615567735794,0.0011651332832289573,0.003778482284506838,8.073412698412698,1.9027777777777777,6.170634920634921,1633.0988095238095
Morocco,MAR,MAR,2000 Summer Olympics,2000,Summer,Australia,AUS,False,60,51,9,0.85,0.15,0.0037485946111309957,0.0008793779670501766,0.0028692166440808194,6.121825396825397,1.4361111111111111,4.685714285714286,1633.0988095238095
Monaco,MCO,MON,2000 Summer Olympics,2000,Summer,Australia,AUS,False,4,3,1,0.75,0.25,0.0002721479201702674,6.803698004256685e-05,0.00020411094012770054,0.4444444444444444,0.1111111111111111,0.3333333333333333,1633.0988095238095
Republic of Moldova,MDA,MDA,2000 Summer Olympics,2000,Summer,Australia,AUS,False,34,29,5,0.8529411764705882,0.14705882352941177,0.002984879510153183,0.0003401849002128343,0.0026446946099403486,4.874603174603174,0.5555555555555556,4.319047619047619,1633.0988095238095
Madagascar,MDG,MAD,2000 Summer Olympics,2000,Summer,Australia,AUS,False,11,5,6,0.45454545454545453,0.5454545454545454,0.0006803698004256686,0.0003401849002128343,0.0003401849002128343,1.1111111111111112,0.5555555555555556,0.5555555555555556,1633.0988095238095
Maldives,MDV,MDV,2000 Summer Olympics,2000,Summer,Australia,AUS,False,4,2,2,0.5,0.5,0.0002721479201702674,0.0001360739600851337,0.0001360739600851337,0.4444444444444444,0.2222222222222222,0.2222222222222222,1633.0988095238095
Mexico,MEX,MEX,2000 Summer Olympics,2000,Summer,Australia,AUS,False,80,53,27,0.6625,0.3375,0.008415931442051081,0.0030011597875205112,0.005414771654530571,13.744047619047619,4.901190476190476,8.842857142857143,1633.0988095238095
North Macedonia,MKD,MKD,2000 Summer Olympics,2000,Summer,Australia,AUS,False,10,6,4,0.6,0.4,0.0011760677978786555,0.0005442958403405348,0.0006317719575381207,1.9206349206349205,0.8888888888888888,1.0317460317460316,1633.0988095238095
Mali,MLI,MLI,2000 Summer Olympics,2000,Summer,Australia,AUS,False,5,3,2,0.6,0.4,0.0003401849002128343,0.0001360739600851337,0.00020411094012770054,0.5555555555555556,0.2222222222222222,0.3333333333333333,1633.0988095238095
Malta,MLT,MLT,2000 Summer Olympics,2000,Summer,Australia,AUS,False,7,4,3,0.5714285714285714,0.42857142857142855,0.0004762588602979679,0.00020411094012770054,0.0002721479201702674,0.7777777777777777,0.3333333333333333,0.4444444444444444,1633.0988095238095
Myanmar,MMR,MYA,2000 Summer Olympics,2000,Summer,Australia,AUS,False,7,1,6,0.14285714285714285,0.8571428571428571,0.0006497531594065135,0.0005817161793639466,6.803698004256685e-05,1.0611111111111111,0.95,0.1111111111111111,1633.0988095238095
Mongolia,MNG,MGL,2000 Summer Olympics,2000,Summer,Australia,AUS,False,20,12,8,0.6,0.4,0.0015988690310003212,0.0007824252704895188,0.0008164437605108021,2.611111111111111,1.2777777777777777,1.3333333333333333,1633.0988095238095
Mozambique,MOZ,MOZ,2000 Summer Olympics,2000,Summer,Australia,AUS,False,5,2,3,0.4,0.6,0.0008844807405533693,0.0007484067804682355,0.0001360739600851337,1.4444444444444446,1.2222222222222223,0.2222222222222222,1633.0988095238095
Mauritania,MRT,MTN,2000 Summer Olympics,2000,Summer,Australia,AUS,False,2,1,1,0.5,0.5,0.0001360739600851337,6.803698004256685e-05,6.803698004256685e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1633.0988095238095
Mauritius,MUS,MRI,2000 Summer Olympics,2000,Summer,Australia,AUS,False,20,16,4,0.8,0.2,0.0013607396008513371,0.00030616641019155083,0.0010545731906597862,2.2222222222222223,0.5,1.722222222222222,1633.0988095238095
Malawi,MWI,MAW,2000 Summer Olympics,2000,Summer,Australia,AUS,False,2,1,1,0.5,0.5,0.0001360739600851337,6.803698004256685e-05,6.803698004256685e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1633.0988095238095
Malaysia,MYS,MAS,2000 Summer Olympics,2000,Summer,Australia,AUS,False,40,32,8,0.8,0.2,0.0026058163356303104,0.000884480740553369,0.0017213355950769413,4.2555555555555555,1.4444444444444444,2.811111111111111,1633.0988095238095
Namibia,NAM,NAM,2000 Summer Olympics,2000,Summer,Australia,AUS,False,11,9,2,0.8181818181818182,0.18181818181818182,0.0010885916806810695,0.0004082218802554011,0.0006803698004256686,1.7777777777777777,0.6666666666666666,1.1111111111111112,1633.0988095238095
Niger,NER,NIG,2000 Summer Olympics,2000,Summer,Australia,AUS,False,4,2,2,0.5,0.5,0.0002721479201702674,0.0001360739600851337,0.0001360739600851337,0.4444444444444444,0.2222222222222222,0.2222222222222222,1633.0988095238095
Nigeria,NGA,NGR,2000 Summer Olympics,2000,Summer,Australia,AUS,False,94,48,46,0.5106382978723404,0.48936170212765956,0.004960381823531999,0.002517125272360536,0.0024432565511714635,8.100793650793651,4.110714285714286,3.990079365079365,1633.0988095238095
Nicaragua,NIC,NCA,2000 Summer Olympics,2000,Summer,Australia,AUS,False,6,4,2,0.6666666666666666,0.3333333333333333,0.0004276610174104202,0.0001360739600851337,0.0002915870573252865,0.6984126984126984,0.2222222222222222,0.47619047619047616,1633.0988095238095
Netherlands,NLD,NED,2000 Summer Olympics,2000,Summer,Australia,AUS,False,235,151,84,0.6425531914893617,0.3574468085106383,0.019482632224403457,0.00982939970243541,0.009653232521968048,31.817063492063493,16.052380952380954,15.76468253968254,1633.0988095238095
Norway,NOR,NOR,2000 Summer Olympics,2000,Summer,Australia,AUS,False,98,44,54,0.4489795918367347,0.5510204081632653,0.008096157635851017,0.0031382057044633963,0.004957951931387622,13.221825396825396,5.125,8.096825396825396,1633.0988095238095
Nepal,NPL,NEP,2000 Summer Olympics,2000,Summer,Australia,AUS,False,5,2,3,0.4,0.6,0.0003401849002128343,0.00020411094012770054,0.0001360739600851337,0.5555555555555556,0.3333333333333333,0.2222222222222222,1633.0988095238095
Nauru,NRU,NRU,2000 Summer Olympics,2000,Summer,Australia,AUS,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00020411094012770054,6.803698004256685e-05,0.0001360739600851337,0.3333333333333333,0.1111111111111111,0.2222222222222222,1633.0988095238095
New Zealand,NZL,NZL,2000 Summer Olympics,2000,Summer,Australia,AUS,False,147,77,70,0.5238095238095238,0.47619047619047616,0.008805443152794776,0.0031977380620006423,0.005607705090794135,14.38015873015873,5.222222222222222,9.157936507936508,1633.0988095238095
Oman,OMN,OMA,2000 Summer Olympics,2000,Summer,Australia,AUS,False,6,6,0,1.0,0.0,0.0003401849002128343,0.0,0.0003401849002128343,0.5555555555555556,0.0,0.5555555555555556,1633.0988095238095
Pakistan,PAK,PAK,2000 Summer Olympics,2000,Summer,Australia,AUS,False,27,26,1,0.9629629629629629,0.037037037037037035,0.000833453005521444,6.803698004256685e-05,0.0007654160254788771,1.3611111111111112,0.1111111111111111,1.25,1633.0988095238095
Panama,PAN,PAN,2000 Summer Olympics,2000,Summer,Australia,AUS,False,6,4,2,0.6666666666666666,0.3333333333333333,0.0004762588602979679,0.00020411094012770054,0.0002721479201702674,0.7777777777777777,0.3333333333333333,0.4444444444444444,1633.0988095238095
Peru,PER,PER,2000 Summer Olympics,2000,Summer,Australia,AUS,False,22,8,14,0.36363636363636365,0.6363636363636364,0.0008164437605108021,0.00020411094012770054,0.0006123328203831017,1.3333333333333333,0.3333333333333333,1.0,1633.0988095238095
Philippines,PHL,PHI,2000 Summer Olympics,2000,Summer,Australia,AUS,False,20,11,9,0.55,0.45,0.001559747767475845,0.000734799384459722,0.000824948383016123,2.547222222222222,1.2,1.347222222222222,1633.0988095238095
Palau,PLW,PLW,2000 Summer Olympics,2000,Summer,Australia,AUS,False,5,2,3,0.4,0.6,0.0003401849002128343,0.00020411094012770054,0.0001360739600851337,0.5555555555555556,0.3333333333333333,0.2222222222222222,1633.0988095238095
Papua New Guinea,PNG,PNG,2000 Summer Olympics,2000,Summer,Australia,AUS,False,5,2,3,0.4,0.6,0.0003401849002128343,0.00020411094012770054,0.0001360739600851337,0.5555555555555556,0.3333333333333333,0.2222222222222222,1633.0988095238095
Poland,POL,POL,2000 Summer Olympics,2000,Summer,Australia,AUS,False,187,129,58,0.6898395721925134,0.31016042780748665,0.017600923747797606,0.005831498157291293,0.011769425590506316,28.744047619047617,9.523412698412699,19.22063492063492,1633.0988095238095
Puerto Rico,PRI,PUR,2000 Summer Olympics,2000,Summer,Australia,AUS,False,29,23,6,0.7931034482758621,0.20689655172413793,0.002117651003824893,0.0002721479201702674,0.0018455030836546258,3.458333333333333,0.4444444444444444,3.013888888888889,1633.0988095238095
Democratic People's Republic of Korea,PRK,PRK,2000 Summer Olympics,2000,Summer,Australia,AUS,False,31,14,17,0.45161290322580644,0.5483870967741935,0.0040863496191994525,0.0022775379069249254,0.0018088117122745271,6.673412698412698,3.719444444444444,2.9539682539682537,1633.0988095238095
Portugal,PRT,POR,2000 Summer Olympics,2000,Summer,Australia,AUS,False,62,49,13,0.7903225806451613,0.20967741935483872,0.004518141453255314,0.0009525177205959358,0.0035656237326593784,7.378571428571428,1.5555555555555554,5.823015873015873,1633.0988095238095
Paraguay,PRY,PAR,2000 Summer Olympics,2000,Summer,Australia,AUS,False,5,2,3,0.4,0.6,0.0003401849002128343,0.00020411094012770054,0.0001360739600851337,0.5555555555555556,0.3333333333333333,0.2222222222222222,1633.0988095238095
Palestine,PSE,PLE,2000 Summer Olympics,2000,Summer,Australia,AUS,False,2,1,1,0.5,0.5,0.0001360739600851337,6.803698004256685e-05,6.803698004256685e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1633.0988095238095
Qatar,QAT,QAT,2000 Summer Olympics,2000,Summer,Australia,AUS,False,17,17,0,1.0,0.0,0.0013437303558406952,0.0,0.0013437303558406952,2.194444444444444,0.0,2.194444444444444,1633.0988095238095
Romania,ROU,ROU,2000 Summer Olympics,2000,Summer,Australia,AUS,False,147,72,75,0.4897959183673469,0.5102040816326531,0.02209355133353696,0.012698859335730665,0.009394691997806293,36.08095238095238,20.738492063492064,15.342460317460317,1633.0988095238095
Russian Federation,RUS,RUS,2000 Summer Olympics,2000,Summer,Australia,AUS,False,438,242,196,0.5525114155251142,0.4474885844748858,0.0591666587695172,0.02555371774713036,0.033612941022386836,96.625,41.731746031746034,54.893253968253966,1633.0988095238095
Rwanda,RWA,RWA,2000 Summer Olympics,2000,Summer,Australia,AUS,False,5,3,2,0.6,0.4,0.0003401849002128343,0.0001360739600851337,0.00020411094012770054,0.5555555555555556,0.2222222222222222,0.3333333333333333,1633.0988095238095
Kingdom of Saudi Arabia,SAU,KSA,2000 Summer Olympics,2000,Summer,Australia,AUS,False,18,18,0,1.0,0.0,0.0016158782760109628,0.0,0.0016158782760109628,2.638888888888889,0.0,2.638888888888889,1633.0988095238095
Sudan,SDN,SUD,2000 Summer Olympics,2000,Summer,Australia,AUS,False,3,2,1,0.6666666666666666,0.3333333333333333,0.0002721479201702674,6.803698004256685e-05,0.00020411094012770054,0.4444444444444444,0.1111111111111111,0.3333333333333333,1633.0988095238095
Senegal,SEN,SEN,2000 Summer Olympics,2000,Summer,Australia,AUS,False,26,7,19,0.2692307692307692,0.7307692307692307,0.0010205547006385026,0.0006123328203831017,0.0004082218802554011,1.6666666666666665,1.0,0.6666666666666666,1633.0988095238095
Singapore,SGP,SGP,2000 Summer Olympics,2000,Summer,Australia,AUS,False,14,8,6,0.5714285714285714,0.42857142857142855,0.0015138228059471126,0.0009014899855640107,0.0006123328203831017,2.4722222222222223,1.472222222222222,1.0,1633.0988095238095
Solomon Islands,SLB,SOL,2000 Summer Olympics,2000,Summer,Australia,AUS,False,2,1,1,0.5,0.5,0.0001360739600851337,6.803698004256685e-05,6.803698004256685e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1633.0988095238095
Sierra Leone,SLE,SLE,2000 Summer Olympics,2000,Summer,Australia,AUS,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00020411094012770054,6.803698004256685e-05,0.0001360739600851337,0.3333333333333333,0.1111111111111111,0.2222222222222222,1633.0988095238095
El Salvador,SLV,ESA,2000 Summer Olympics,2000,Summer,Australia,AUS,False,8,4,4,0.5,0.5,0.0006803698004256686,0.0003401849002128343,0.0003401849002128343,1.1111111111111112,0.5555555555555556,0.5555555555555556,1633.0988095238095
San Marino,SMR,SMR,2000 Summer Olympics,2000,Summer,Australia,AUS,False,4,3,1,0.75,0.25,0.0002915870573252865,8.747611719758595e-05,0.00020411094012770054,0.47619047619047616,0.14285714285714285,0.3333333333333333,1633.0988095238095
Somalia,SOM,SOM,2000 Summer Olympics,2000,Summer,Australia,AUS,False,2,1,1,0.5,0.5,0.0001360739600851337,6.803698004256685e-05,6.803698004256685e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1633.0988095238095
São Tomé and Príncipe,STP,STP,2000 Summer Olympics,2000,Summer,Australia,AUS,False,2,1,1,0.5,0.5,0.0001360739600851337,6.803698004256685e-05,6.803698004256685e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1633.0988095238095
Suriname,SUR,SUR,2000 Summer Olympics,2000,Summer,Australia,AUS,False,4,2,2,0.5,0.5,0.0003401849002128343,0.00020411094012770054,0.0001360739600851337,0.5555555555555556,0.3333333333333333,0.2222222222222222,1633.0988095238095
Slovakia,SVK,SVK,2000 Summer Olympics,2000,Summer,Australia,AUS,False,112,85,27,0.7589285714285714,0.24107142857142858,0.007193938682643694,0.00225445393155334,0.004939484751090353,11.748412698412698,3.6817460317460315,8.066666666666666,1633.0988095238095
Slovenia,SVN,SLO,2000 Summer Olympics,2000,Summer,Australia,AUS,False,74,55,19,0.7432432432432432,0.25675675675675674,0.005368846693001837,0.001581859785989679,0.0037869869070121585,8.767857142857142,2.583333333333333,6.184523809523809,1633.0988095238095
Sweden,SWE,SWE,2000 Summer Olympics,2000,Summer,Australia,AUS,False,158,98,60,0.620253164556962,0.379746835443038,0.013275229752376981,0.004476428304776836,0.008798801447600145,21.679761904761904,7.310449735449735,14.369312169312169,1633.0988095238095
Eswatini,SWZ,SWZ,2000 Summer Olympics,2000,Summer,Australia,AUS,False,6,4,2,0.6666666666666666,0.3333333333333333,0.0004082218802554011,0.0001360739600851337,0.0002721479201702674,0.6666666666666666,0.2222222222222222,0.4444444444444444,1633.0988095238095
Seychelles,SYC,SEY,2000 Summer Olympics,2000,Summer,Australia,AUS,False,9,6,3,0.6666666666666666,0.3333333333333333,0.0006123328203831017,0.00020411094012770054,0.0004082218802554011,1.0,0.3333333333333333,0.6666666666666666,1633.0988095238095
Syrian Arab Republic,SYR,SYR,2000 Summer Olympics,2000,Summer,Australia,AUS,False,8,6,2,0.75,0.25,0.0005442958403405348,0.0001360739600851337,0.0004082218802554011,0.8888888888888888,0.2222222222222222,0.6666666666666666,1633.0988095238095
Chad,TCD,CHA,2000 Summer Olympics,2000,Summer,Australia,AUS,False,2,1,1,0.5,0.5,0.00020411094012770054,0.0001360739600851337,6.803698004256685e-05,0.3333333333333333,0.2222222222222222,0.1111111111111111,1633.0988095238095
Togo,TGO,TOG,2000 Summer Olympics,2000,Summer,Australia,AUS,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00020411094012770054,6.803698004256685e-05,0.0001360739600851337,0.3333333333333333,0.1111111111111111,0.2222222222222222,1633.0988095238095
Thailand,THA,THA,2000 Summer Olympics,2000,Summer,Australia,AUS,False,52,34,18,0.6538461538461539,0.34615384615384615,0.0047514110991155436,0.0016897469972000354,0.0030616641019155085,7.7595238095238095,2.7595238095238095,5.0,1633.0988095238095
Tajikistan,TJK,TJK,2000 Summer Olympics,2000,Summer,Australia,AUS,False,4,2,2,0.5,0.5,0.0002721479201702674,0.0001360739600851337,0.0001360739600851337,0.4444444444444444,0.2222222222222222,0.2222222222222222,1633.0988095238095
Turkmenistan,TKM,TKM,2000 Summer Olympics,2000,Summer,Australia,AUS,False,8,4,4,0.5,0.5,0.0005637349774955539,0.0002721479201702674,0.0002915870573252865,0.9206349206349206,0.4444444444444444,0.47619047619047616,1633.0988095238095
Tonga,TON,TGA,2000 Summer Olympics,2000,Summer,Australia,AUS,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00020411094012770054,6.803698004256685e-05,0.0001360739600851337,0.3333333333333333,0.1111111111111111,0.2222222222222222,1633.0988095238095
Trinidad and Tobago,TTO,TTO,2000 Summer Olympics,2000,Summer,Australia,AUS,False,19,14,5,0.7368421052631579,0.2631578947368421,0.0018904560883256075,0.0004956979974529871,0.0013947580908726205,3.087301587301587,0.8095238095238095,2.2777777777777777,1633.0988095238095
Tunisia,TUN,TUN,2000 Summer Olympics,2000,Summer,Australia,AUS,False,48,41,7,0.8541666666666666,0.14583333333333334,0.002332696458602292,0.0004956979974529871,0.001836998461149305,3.8095238095238093,0.8095238095238095,3.0,1633.0988095238095
Türkiye,TUR,TUR,2000 Summer Olympics,2000,Summer,Australia,AUS,False,58,43,15,0.7413793103448276,0.25862068965517243,0.006700427588120646,0.001500215409938599,0.005200212178182047,10.942460317460316,2.4499999999999997,8.492460317460317,1633.0988095238095
Chinese Taipei,TWN,TPE,2000 Summer Olympics,2000,Summer,Australia,AUS,False,55,21,34,0.38181818181818183,0.6181818181818182,0.005713405399074552,0.0032521676460346956,0.0024612377530398555,9.330555555555556,5.311111111111111,4.019444444444444,1633.0988095238095
United Republic of Tanzania,TZA,TAN,2000 Summer Olympics,2000,Summer,Australia,AUS,False,4,3,1,0.75,0.25,0.0003401849002128343,0.0001360739600851337,0.00020411094012770054,0.5555555555555556,0.2222222222222222,0.3333333333333333,1633.0988095238095
